timestamp,signal_id,cycle,approach,C,EVU_raw,EVU_smooth,queue_len,arrival_rate,emergency,D,W,W_norm,Dprime,G_allocated,order_1,order_2,order_3,order_4,t_start,t_end,intergreen_L,T_base,G_min,G_max,alpha_up,alpha_down,beta,W_th,delta,T_alloc
2025-09-20T03:59:53.766136,SIGNAL_001,0,N,3,0,0,3,180.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:53.913073,SIGNAL_001,1,N,4,0,0,4,408.3382674207313,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.048931,SIGNAL_001,2,N,4,0,0,4,0.0,0,4.0,6.0,0.13043478260869565,0.4,45,N,S,E,W,0.0,45.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,45
2025-09-20T03:59:54.200686,SIGNAL_001,3,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.391722,SIGNAL_001,4,N,4,0,0,4,312.4479253457757,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.534830,SIGNAL_001,5,N,4,0,0,4,0.0,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.708936,SIGNAL_001,6,N,4,0,0,4,0.0,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.840611,SIGNAL_001,7,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:54.972157,SIGNAL_001,8,N,4,0,0,4,456.11421099843403,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:59:55.106267,SIGNAL_001,9,N,4,0,0,4,0.0,0,4.0,6.0,0.13043478260869565,0.4,45,N,S,E,W,0.0,45.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,45
