timestamp,signal_id,cycle,approach,C,EVU_raw,EVU_smooth,queue_len,arrival_rate,emergency,D,W,W_norm,Dprime,G_allocated,order_1,order_2,order_3,order_4,t_start,t_end,intergreen_L,T_base,G_min,G_max,alpha_up,alpha_down,beta,W_th,delta,T_alloc
2025-09-20T03:57:43.972179,SIGNAL_001,0,N,3,0,0,3,180.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.040379,SIGNAL_001,1,N,4,0,0,4,879.7653958944283,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.107744,SIGNAL_001,2,N,4,0,0,4,0.0,0,4.0,6.0,0.13043478260869565,0.4,45,N,S,E,W,0.0,45.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,45
2025-09-20T03:57:44.174301,SIGNAL_001,3,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.238907,SIGNAL_001,4,N,4,0,0,4,928.7063121072347,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.297075,SIGNAL_001,5,N,4,0,0,4,0.0,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.358996,SIGNAL_001,6,N,4,0,0,4,0.0,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.418673,SIGNAL_001,7,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.481227,SIGNAL_001,8,N,4,0,0,4,959.1712760175209,0,4.0,6.0,0.09836065573770492,0.4,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.551727,SIGNAL_001,9,N,4,0,0,4,0.0,0,4.0,6.0,0.13043478260869565,0.4,45,N,S,E,W,0.0,45.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,45
2025-09-20T03:57:44.625306,SIGNAL_001,10,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.699446,SIGNAL_001,11,N,3,0,0,3,0.0,0,3.0,4.5,0.07377049180327869,0.30000000000000004,60,N,E,S,W,0.0,60.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,60
2025-09-20T03:57:44.771546,SIGNAL_001,12,N,3,0,0,3,0.0,0,3.0,4.5,0.10975609756097561,0.30000000000000004,40,N,S,E,W,0.0,40.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,40
2025-09-20T03:57:44.842586,SIGNAL_001,13,N,5,0,0,5,1689.1891891891892,0,5.0,7.5,0.15306122448979592,0.5,48,N,S,E,W,0.0,48.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,48
2025-09-20T03:57:44.923501,SIGNAL_001,14,N,5,0,0,5,0.0,0,5.0,7.5,0.15306122448979592,0.5,48,N,S,E,W,0.0,48.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,48
2025-09-20T03:57:45.000413,SIGNAL_001,15,N,9,0,0,9,3120.449344705638,0,9.0,13.5,0.28125,0.9,47,N,S,E,W,0.0,47.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,47
2025-09-20T03:57:45.077989,SIGNAL_001,16,N,6,0,0,6,0.0,0,6.0,9.0,0.17647058823529413,0.6000000000000001,50,N,S,E,W,0.0,50.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,50
2025-09-20T03:57:45.144115,SIGNAL_001,17,N,9,0,0,9,2722.0760366572904,0,9.0,13.5,0.32926829268292684,0.9,40,N,S,E,W,0.0,40.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,40
2025-09-20T03:57:45.206975,SIGNAL_001,18,N,10,0,0,10,954.5020680878142,0,10.0,15.0,0.3488372093023256,1.0,42,N,S,E,W,0.0,42.0,3.0,60,5,60,0.0,0.0,0.0,45.0,0.0,42
